id,Geographic Area Name,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Total ,%White ,%Black ,%American Indian,%Asian,%Other
1500000US220330001001,"Block Group 1, Census Tract 1, East Baton Rouge Parish, Louisiana",66,1427,4,1,1,5,1504,4.388297872,94.88031915,0.265957447,0.066489362,0.332446809
1500000US220330002001,"Block Group 1, Census Tract 2, East Baton Rouge Parish, Louisiana",80,1084,1,0,0,6,1171,6.83176772,92.5704526,0.085397096,0,0.512382579
1500000US220330002002,"Block Group 2, Census Tract 2, East Baton Rouge Parish, Louisiana",24,1111,3,0,0,6,1144,2.097902098,97.11538462,0.262237762,0,0.524475524
1500000US220330002003,"Block Group 3, Census Tract 2, East Baton Rouge Parish, Louisiana",13,732,0,0,0,3,748,1.737967914,97.86096257,0,0,0.401069519
1500000US220330002004,"Block Group 4, Census Tract 2, East Baton Rouge Parish, Louisiana",17,736,0,0,0,9,762,2.230971129,96.58792651,0,0,1.181102362
1500000US220330002005,"Block Group 5, Census Tract 2, East Baton Rouge Parish, Louisiana",65,1303,6,1,0,13,1388,4.682997118,93.87608069,0.432276657,0.07204611,0.936599424
1500000US220330002006,"Block Group 6, Census Tract 2, East Baton Rouge Parish, Louisiana",72,1054,8,0,0,14,1148,6.271777003,91.81184669,0.696864111,0,1.219512195
1500000US220330003001,"Block Group 1, Census Tract 3, East Baton Rouge Parish, Louisiana",28,903,1,0,0,0,932,3.004291845,96.88841202,0.107296137,0,0
1500000US220330003002,"Block Group 2, Census Tract 3, East Baton Rouge Parish, Louisiana",8,451,1,0,0,0,460,1.739130435,98.04347826,0.217391304,0,0
1500000US220330004001,"Block Group 1, Census Tract 4, East Baton Rouge Parish, Louisiana",68,972,1,6,0,7,1054,6.451612903,92.22011385,0.09487666,0.569259962,0.664136622
1500000US220330004002,"Block Group 2, Census Tract 4, East Baton Rouge Parish, Louisiana",24,782,0,2,0,5,813,2.95202952,96.18696187,0,0.24600246,0.61500615
1500000US220330004003,"Block Group 3, Census Tract 4, East Baton Rouge Parish, Louisiana",14,640,0,3,0,18,675,2.074074074,94.81481481,0,0.444444444,2.666666667
1500000US220330005001,"Block Group 1, Census Tract 5, East Baton Rouge Parish, Louisiana",49,1366,0,0,0,1,1416,3.460451977,96.46892655,0,0,0.070621469
1500000US220330005002,"Block Group 2, Census Tract 5, East Baton Rouge Parish, Louisiana",36,707,0,0,0,5,748,4.812834225,94.51871658,0,0,0.668449198
1500000US220330005003,"Block Group 3, Census Tract 5, East Baton Rouge Parish, Louisiana",44,1168,5,0,0,7,1224,3.594771242,95.4248366,0.408496732,0,0.571895425
1500000US220330006011,"Block Group 1, Census Tract 6.01, East Baton Rouge Parish, Louisiana",8,941,0,0,0,6,955,0.837696335,98.53403141,0,0,0.628272251
1500000US220330006012,"Block Group 2, Census Tract 6.01, East Baton Rouge Parish, Louisiana",30,1123,0,0,0,7,1160,2.586206897,96.81034483,0,0,0.603448276
1500000US220330006013,"Block Group 3, Census Tract 6.01, East Baton Rouge Parish, Louisiana",23,817,0,0,0,0,840,2.738095238,97.26190476,0,0,0
1500000US220330006021,"Block Group 1, Census Tract 6.02, East Baton Rouge Parish, Louisiana",3,671,0,0,0,2,676,0.443786982,99.26035503,0,0,0.295857988
1500000US220330006022,"Block Group 2, Census Tract 6.02, East Baton Rouge Parish, Louisiana",16,698,3,0,0,6,723,2.213001383,96.54218534,0.414937759,0,0.829875519
1500000US220330006023,"Block Group 3, Census Tract 6.02, East Baton Rouge Parish, Louisiana",5,566,0,0,0,2,573,0.872600349,98.77835951,0,0,0.34904014
1500000US220330006024,"Block Group 4, Census Tract 6.02, East Baton Rouge Parish, Louisiana",12,855,0,0,1,4,872,1.376146789,98.05045872,0,0,0.458715596
1500000US220330006025,"Block Group 5, Census Tract 6.02, East Baton Rouge Parish, Louisiana",12,959,0,2,1,12,986,1.21703854,97.26166329,0,0.202839757,1.21703854
1500000US220330007011,"Block Group 1, Census Tract 7.01, East Baton Rouge Parish, Louisiana",59,1073,9,13,0,104,1258,4.689984102,85.29411765,0.715421304,1.033386328,8.26709062
1500000US220330007012,"Block Group 2, Census Tract 7.01, East Baton Rouge Parish, Louisiana",17,742,3,1,0,10,773,2.199223803,95.98965071,0.388098318,0.129366106,1.293661061
1500000US220330007021,"Block Group 1, Census Tract 7.02, East Baton Rouge Parish, Louisiana",44,1185,1,7,0,6,1243,3.539823009,95.33386967,0.080450523,0.56315366,0.482703138
1500000US220330007022,"Block Group 2, Census Tract 7.02, East Baton Rouge Parish, Louisiana",12,1081,2,6,0,6,1107,1.08401084,97.65130985,0.180668473,0.54200542,0.54200542
1500000US220330007023,"Block Group 3, Census Tract 7.02, East Baton Rouge Parish, Louisiana",31,634,0,2,0,8,675,4.592592593,93.92592593,0,0.296296296,1.185185185
1500000US220330009001,"Block Group 1, Census Tract 9, East Baton Rouge Parish, Louisiana",7,511,0,0,0,1,519,1.348747592,98.45857418,0,0,0.192678227
1500000US220330009002,"Block Group 2, Census Tract 9, East Baton Rouge Parish, Louisiana",26,913,3,3,0,5,950,2.736842105,96.10526316,0.315789474,0.315789474,0.526315789
1500000US220330009003,"Block Group 3, Census Tract 9, East Baton Rouge Parish, Louisiana",6,856,0,0,0,0,862,0.696055684,99.30394432,0,0,0
1500000US220330009004,"Block Group 4, Census Tract 9, East Baton Rouge Parish, Louisiana",10,1216,3,0,1,14,1244,0.803858521,97.74919614,0.241157556,0,1.125401929
1500000US220330010001,"Block Group 1, Census Tract 10, East Baton Rouge Parish, Louisiana",4,569,0,0,0,6,579,0.690846287,98.27288428,0,0,1.03626943
1500000US220330010002,"Block Group 2, Census Tract 10, East Baton Rouge Parish, Louisiana",29,1137,1,0,1,12,1180,2.457627119,96.3559322,0.084745763,0,1.016949153
1500000US220330010003,"Block Group 3, Census Tract 10, East Baton Rouge Parish, Louisiana",7,912,3,6,0,1,929,0.753498385,98.17007535,0.322927879,0.645855759,0.107642626
1500000US220330011021,"Block Group 1, Census Tract 11.02, East Baton Rouge Parish, Louisiana",83,1287,1,2,0,13,1386,5.988455988,92.85714286,0.072150072,0.144300144,0.937950938
1500000US220330011022,"Block Group 2, Census Tract 11.02, East Baton Rouge Parish, Louisiana",382,1718,2,27,0,48,2177,17.54708314,78.91593937,0.091869545,1.240238861,2.204869086
1500000US220330011031,"Block Group 1, Census Tract 11.03, East Baton Rouge Parish, Louisiana",26,840,0,2,0,6,874,2.974828375,96.10983982,0,0.228832952,0.686498856
1500000US220330011032,"Block Group 2, Census Tract 11.03, East Baton Rouge Parish, Louisiana",253,1723,9,14,0,47,2046,12.3655914,84.21309873,0.439882698,0.684261975,2.2971652
1500000US220330011041,"Block Group 1, Census Tract 11.04, East Baton Rouge Parish, Louisiana",39,1560,4,3,2,55,1663,2.345159351,93.80637402,0.240529164,0.180396873,3.307276007
1500000US220330011042,"Block Group 2, Census Tract 11.04, East Baton Rouge Parish, Louisiana",37,1032,11,1,0,160,1241,2.981466559,83.15874295,0.88638195,0.080580177,12.89282836
1500000US220330011043,"Block Group 3, Census Tract 11.04, East Baton Rouge Parish, Louisiana",45,737,20,0,1,161,964,4.668049793,76.45228216,2.074688797,0,16.70124481
1500000US220330016001,"Block Group 1, Census Tract 16, East Baton Rouge Parish, Louisiana",66,710,1,0,1,6,784,8.418367347,90.56122449,0.12755102,0,0.765306122
1500000US220330016002,"Block Group 2, Census Tract 16, East Baton Rouge Parish, Louisiana",347,497,2,6,1,4,857,40.49008168,57.99299883,0.233372229,0.700116686,0.466744457
1500000US220330016003,"Block Group 3, Census Tract 16, East Baton Rouge Parish, Louisiana",603,29,2,8,0,5,647,93.19938176,4.482225657,0.309119011,1.236476043,0.772797527
1500000US220330016004,"Block Group 4, Census Tract 16, East Baton Rouge Parish, Louisiana",511,178,2,11,1,6,709,72.07334274,25.10578279,0.282087447,1.551480959,0.846262341
1500000US220330017001,"Block Group 1, Census Tract 17, East Baton Rouge Parish, Louisiana",1482,19,3,17,1,8,1530,96.8627451,1.241830065,0.196078431,1.111111111,0.522875817
1500000US220330017002,"Block Group 2, Census Tract 17, East Baton Rouge Parish, Louisiana",381,1021,4,9,0,21,1436,26.53203343,71.10027855,0.278551532,0.626740947,1.462395543
1500000US220330017003,"Block Group 3, Census Tract 17, East Baton Rouge Parish, Louisiana",451,312,1,5,0,9,778,57.96915167,40.10282776,0.128534704,0.642673522,1.156812339
1500000US220330017004,"Block Group 4, Census Tract 17, East Baton Rouge Parish, Louisiana",942,48,4,12,1,18,1025,91.90243902,4.682926829,0.390243902,1.170731707,1.756097561
1500000US220330018001,"Block Group 1, Census Tract 18, East Baton Rouge Parish, Louisiana",598,221,6,13,0,28,866,69.05311778,25.51963048,0.692840647,1.501154734,3.233256351
1500000US220330018002,"Block Group 2, Census Tract 18, East Baton Rouge Parish, Louisiana",721,415,0,29,1,134,1300,55.46153846,31.92307692,0,2.230769231,10.30769231
1500000US220330019001,"Block Group 1, Census Tract 19, East Baton Rouge Parish, Louisiana",904,14,0,19,0,5,942,95.96602972,1.486199575,0,2.016985138,0.530785563
1500000US220330019002,"Block Group 2, Census Tract 19, East Baton Rouge Parish, Louisiana",1425,193,5,14,0,12,1649,86.4160097,11.70406307,0.303214069,0.848999394,0.727713766
1500000US220330020001,"Block Group 1, Census Tract 20, East Baton Rouge Parish, Louisiana",1514,126,4,66,0,16,1726,87.71726535,7.300115875,0.23174971,3.82387022,0.926998841
1500000US220330020002,"Block Group 2, Census Tract 20, East Baton Rouge Parish, Louisiana",1407,154,10,33,0,5,1609,87.4456184,9.571162213,0.62150404,2.050963331,0.31075202
1500000US220330022001,"Block Group 1, Census Tract 22, East Baton Rouge Parish, Louisiana",199,435,1,1,0,9,645,30.85271318,67.44186047,0.15503876,0.15503876,1.395348837
1500000US220330022002,"Block Group 2, Census Tract 22, East Baton Rouge Parish, Louisiana",20,460,2,2,0,6,490,4.081632653,93.87755102,0.408163265,0.408163265,1.224489796
1500000US220330023001,"Block Group 1, Census Tract 23, East Baton Rouge Parish, Louisiana",657,17,3,7,0,18,702,93.58974359,2.421652422,0.427350427,0.997150997,2.564102564
1500000US220330023002,"Block Group 2, Census Tract 23, East Baton Rouge Parish, Louisiana",650,24,5,6,0,6,691,94.06657019,3.473227207,0.723589001,0.868306802,0.868306802
1500000US220330023003,"Block Group 3, Census Tract 23, East Baton Rouge Parish, Louisiana",1109,29,4,10,0,14,1166,95.11149228,2.487135506,0.343053173,0.857632933,1.200686106
1500000US220330024001,"Block Group 1, Census Tract 24, East Baton Rouge Parish, Louisiana",367,728,17,42,0,112,1266,28.98894155,57.50394945,1.342812006,3.317535545,8.846761453
1500000US220330024002,"Block Group 2, Census Tract 24, East Baton Rouge Parish, Louisiana",185,982,0,13,0,34,1214,15.23887974,80.88962109,0,1.070840198,2.800658979
1500000US220330025001,"Block Group 1, Census Tract 25, East Baton Rouge Parish, Louisiana",295,151,0,15,1,3,465,63.44086022,32.47311828,0,3.225806452,0.64516129
1500000US220330025002,"Block Group 2, Census Tract 25, East Baton Rouge Parish, Louisiana",565,243,0,30,0,22,860,65.69767442,28.25581395,0,3.488372093,2.558139535
1500000US220330025003,"Block Group 3, Census Tract 25, East Baton Rouge Parish, Louisiana",21,428,2,9,1,8,469,4.47761194,91.25799574,0.426439232,1.918976546,1.70575693
1500000US220330025004,"Block Group 4, Census Tract 25, East Baton Rouge Parish, Louisiana",10,764,0,10,0,8,792,1.262626263,96.46464646,0,1.262626263,1.01010101
1500000US220330026011,"Block Group 1, Census Tract 26.01, East Baton Rouge Parish, Louisiana",1346,18,2,37,0,16,1419,94.85553206,1.268498943,0.140944327,2.607470049,1.127554616
1500000US220330026012,"Block Group 2, Census Tract 26.01, East Baton Rouge Parish, Louisiana",1080,27,1,15,0,9,1132,95.40636042,2.385159011,0.088339223,1.325088339,0.795053004
1500000US220330026013,"Block Group 3, Census Tract 26.01, East Baton Rouge Parish, Louisiana",1309,102,6,31,1,21,1470,89.04761905,6.93877551,0.408163265,2.108843537,1.428571429
1500000US220330026021,"Block Group 1, Census Tract 26.02, East Baton Rouge Parish, Louisiana",143,675,2,1,0,43,864,16.55092593,78.125,0.231481481,0.115740741,4.976851852
1500000US220330026022,"Block Group 2, Census Tract 26.02, East Baton Rouge Parish, Louisiana",498,139,3,17,0,15,672,74.10714286,20.68452381,0.446428571,2.529761905,2.232142857
1500000US220330026023,"Block Group 3, Census Tract 26.02, East Baton Rouge Parish, Louisiana",659,43,4,14,0,8,728,90.52197802,5.906593407,0.549450549,1.923076923,1.098901099
1500000US220330026024,"Block Group 4, Census Tract 26.02, East Baton Rouge Parish, Louisiana",2041,90,2,65,1,11,2210,92.35294118,4.07239819,0.090497738,2.941176471,0.497737557
1500000US220330027001,"Block Group 1, Census Tract 27, East Baton Rouge Parish, Louisiana",503,274,2,11,0,18,808,62.25247525,33.91089109,0.247524752,1.361386139,2.227722772
1500000US220330027002,"Block Group 2, Census Tract 27, East Baton Rouge Parish, Louisiana",16,711,0,0,1,11,739,2.165087957,96.21109608,0,0,1.48849797
1500000US220330028011,"Block Group 1, Census Tract 28.01, East Baton Rouge Parish, Louisiana",1100,783,16,73,5,50,2027,54.26739023,38.62851505,0.789343858,3.601381352,2.466699556
1500000US220330028012,"Block Group 2, Census Tract 28.01, East Baton Rouge Parish, Louisiana",2240,817,2,242,1,112,3414,65.61218512,23.93087288,0.058582308,7.088459285,3.280609256
1500000US220330028021,"Block Group 1, Census Tract 28.02, East Baton Rouge Parish, Louisiana",2049,299,4,239,0,46,2637,77.70193402,11.3386424,0.151687524,9.063329541,1.744406523
1500000US220330028022,"Block Group 2, Census Tract 28.02, East Baton Rouge Parish, Louisiana",1785,209,13,91,3,38,2139,83.45021038,9.770920991,0.607760636,4.254324451,1.776531089
1500000US220330030001,"Block Group 1, Census Tract 30, East Baton Rouge Parish, Louisiana",34,2968,10,1,0,40,3053,1.113658696,97.21585326,0.327546675,0.032754668,1.310186702
1500000US220330030002,"Block Group 2, Census Tract 30, East Baton Rouge Parish, Louisiana",8,1674,0,0,0,6,1688,0.473933649,99.17061611,0,0,0.355450237
1500000US220330031041,"Block Group 1, Census Tract 31.04, East Baton Rouge Parish, Louisiana",0,831,0,0,0,0,831,0,100,0,0,0
1500000US220330031042,"Block Group 2, Census Tract 31.04, East Baton Rouge Parish, Louisiana",5,485,0,1,0,0,491,1.018329939,98.77800407,0,0.203665988,0
1500000US220330031043,"Block Group 3, Census Tract 31.04, East Baton Rouge Parish, Louisiana",0,583,0,1,0,0,584,0,99.82876712,0,0.171232877,0
1500000US220330031044,"Block Group 4, Census Tract 31.04, East Baton Rouge Parish, Louisiana",7,579,0,0,0,0,586,1.194539249,98.80546075,0,0,0
1500000US220330031045,"Block Group 5, Census Tract 31.04, East Baton Rouge Parish, Louisiana",3,533,2,0,0,2,540,0.555555556,98.7037037,0.37037037,0,0.37037037
1500000US220330031046,"Block Group 6, Census Tract 31.04, East Baton Rouge Parish, Louisiana",2,422,0,0,0,0,424,0.471698113,99.52830189,0,0,0
1500000US220330031047,"Block Group 7, Census Tract 31.04, East Baton Rouge Parish, Louisiana",249,1621,3,0,1,62,1936,12.86157025,83.72933884,0.154958678,0,3.202479339
1500000US220330032011,"Block Group 1, Census Tract 32.01, East Baton Rouge Parish, Louisiana",229,505,2,7,0,8,751,30.49267643,67.2436751,0.266311585,0.932090546,1.065246338
1500000US220330032012,"Block Group 2, Census Tract 32.01, East Baton Rouge Parish, Louisiana",231,1473,3,4,0,11,1722,13.41463415,85.54006969,0.174216028,0.232288037,0.638792102
1500000US220330032013,"Block Group 3, Census Tract 32.01, East Baton Rouge Parish, Louisiana",100,984,1,3,0,3,1091,9.165902841,90.19248396,0.091659028,0.274977085,0.274977085
1500000US220330032021,"Block Group 1, Census Tract 32.02, East Baton Rouge Parish, Louisiana",306,827,1,5,2,15,1156,26.47058824,71.53979239,0.08650519,0.432525952,1.297577855
1500000US220330032022,"Block Group 2, Census Tract 32.02, East Baton Rouge Parish, Louisiana",432,1107,1,0,0,21,1561,27.67456758,70.91607944,0.064061499,0,1.34529148
1500000US220330032023,"Block Group 3, Census Tract 32.02, East Baton Rouge Parish, Louisiana",152,690,1,3,0,20,866,17.55196305,79.67667436,0.115473441,0.346420323,2.309468822
1500000US220330033001,"Block Group 1, Census Tract 33, East Baton Rouge Parish, Louisiana",11,796,0,0,0,3,810,1.358024691,98.27160494,0,0,0.37037037
1500000US220330033002,"Block Group 2, Census Tract 33, East Baton Rouge Parish, Louisiana",6,903,0,0,0,3,912,0.657894737,99.01315789,0,0,0.328947368
1500000US220330033003,"Block Group 3, Census Tract 33, East Baton Rouge Parish, Louisiana",16,1089,0,4,0,7,1116,1.433691756,97.58064516,0,0.358422939,0.627240143
1500000US220330033004,"Block Group 4, Census Tract 33, East Baton Rouge Parish, Louisiana",11,1009,1,2,0,12,1035,1.062801932,97.48792271,0.096618357,0.193236715,1.15942029
1500000US220330033005,"Block Group 5, Census Tract 33, East Baton Rouge Parish, Louisiana",9,963,1,0,0,1,974,0.924024641,98.87063655,0.102669405,0,0.102669405
1500000US220330034001,"Block Group 1, Census Tract 34, East Baton Rouge Parish, Louisiana",20,1380,1,0,0,35,1436,1.39275766,96.10027855,0.069637883,0,2.437325905
1500000US220330034002,"Block Group 2, Census Tract 34, East Baton Rouge Parish, Louisiana",64,1749,0,1,0,25,1839,3.480152257,95.10603589,0,0.054377379,1.359434475
1500000US220330034003,"Block Group 3, Census Tract 34, East Baton Rouge Parish, Louisiana",14,1266,0,0,0,2,1282,1.092043682,98.75195008,0,0,0.15600624
1500000US220330034004,"Block Group 4, Census Tract 34, East Baton Rouge Parish, Louisiana",15,676,2,1,0,5,699,2.145922747,96.70958512,0.286123033,0.143061516,0.715307582
1500000US220330034005,"Block Group 5, Census Tract 34, East Baton Rouge Parish, Louisiana",41,1157,0,1,0,4,1203,3.408146301,96.1762261,0,0.08312552,0.332502078
1500000US220330035011,"Block Group 1, Census Tract 35.01, East Baton Rouge Parish, Louisiana",59,999,0,18,0,161,1237,4.76960388,80.75990299,0,1.455133387,13.01535974
1500000US220330035012,"Block Group 2, Census Tract 35.01, East Baton Rouge Parish, Louisiana",130,701,0,6,0,185,1022,12.72015656,68.59099804,0,0.587084149,18.10176125
1500000US220330035041,"Block Group 1, Census Tract 35.04, East Baton Rouge Parish, Louisiana",15,989,1,0,2,1,1008,1.488095238,98.11507937,0.099206349,0,0.099206349
1500000US220330035042,"Block Group 2, Census Tract 35.04, East Baton Rouge Parish, Louisiana",19,849,1,0,0,3,872,2.178899083,97.36238532,0.114678899,0,0.344036697
1500000US220330035043,"Block Group 3, Census Tract 35.04, East Baton Rouge Parish, Louisiana",37,2212,8,0,2,6,2265,1.633554084,97.66004415,0.353200883,0,0.264900662
1500000US220330035044,"Block Group 4, Census Tract 35.04, East Baton Rouge Parish, Louisiana",13,1706,2,1,0,5,1727,0.752750434,98.78401853,0.115807759,0.05790388,0.289519398
1500000US220330035051,"Block Group 1, Census Tract 35.05, East Baton Rouge Parish, Louisiana",47,508,1,0,0,9,565,8.318584071,89.91150442,0.17699115,0,1.592920354
1500000US220330035052,"Block Group 2, Census Tract 35.05, East Baton Rouge Parish, Louisiana",11,1258,5,0,0,4,1278,0.860719875,98.43505477,0.391236307,0,0.312989045
1500000US220330035053,"Block Group 3, Census Tract 35.05, East Baton Rouge Parish, Louisiana",116,679,10,2,1,98,906,12.80353201,74.94481236,1.103752759,0.220750552,10.81677704
1500000US220330035054,"Block Group 4, Census Tract 35.05, East Baton Rouge Parish, Louisiana",150,908,7,2,0,131,1198,12.52086811,75.79298831,0.584307179,0.166944908,10.93489149
1500000US220330035061,"Block Group 1, Census Tract 35.06, East Baton Rouge Parish, Louisiana",73,1248,13,41,2,42,1419,5.144467935,87.94926004,0.916138125,2.889358703,2.959830867
1500000US220330035062,"Block Group 2, Census Tract 35.06, East Baton Rouge Parish, Louisiana",110,747,1,7,0,11,876,12.55707763,85.2739726,0.114155251,0.799086758,1.255707763
1500000US220330035063,"Block Group 3, Census Tract 35.06, East Baton Rouge Parish, Louisiana",98,910,0,15,0,27,1050,9.333333333,86.66666667,0,1.428571429,2.571428571
1500000US220330035064,"Block Group 4, Census Tract 35.06, East Baton Rouge Parish, Louisiana",197,1972,6,22,0,70,2267,8.689898544,86.98720776,0.264666961,0.970445523,3.087781209
1500000US220330035065,"Block Group 5, Census Tract 35.06, East Baton Rouge Parish, Louisiana",63,874,0,40,2,13,992,6.350806452,88.10483871,0,4.032258065,1.310483871
1500000US220330035071,"Block Group 1, Census Tract 35.07, East Baton Rouge Parish, Louisiana",96,1883,13,11,0,26,2029,4.731394776,92.80433711,0.640709709,0.542138985,1.281419418
1500000US220330035072,"Block Group 2, Census Tract 35.07, East Baton Rouge Parish, Louisiana",236,1675,11,15,0,37,1974,11.95542047,84.85309017,0.557244174,0.759878419,1.874366768
1500000US220330035073,"Block Group 3, Census Tract 35.07, East Baton Rouge Parish, Louisiana",97,1309,12,15,0,6,1439,6.740792217,90.96594858,0.833912439,1.042390549,0.41695622
1500000US220330036011,"Block Group 1, Census Tract 36.01, East Baton Rouge Parish, Louisiana",186,822,1,26,0,126,1161,16.02067183,70.80103359,0.086132644,2.239448751,10.85271318
1500000US220330036012,"Block Group 2, Census Tract 36.01, East Baton Rouge Parish, Louisiana",245,1151,5,130,0,28,1559,15.71520205,73.82937781,0.320718409,8.33867864,1.796023092
1500000US220330036013,"Block Group 3, Census Tract 36.01, East Baton Rouge Parish, Louisiana",260,538,11,73,0,79,961,27.05515088,55.98335068,1.144640999,7.596253902,8.220603538
1500000US220330036031,"Block Group 1, Census Tract 36.03, East Baton Rouge Parish, Louisiana",154,321,0,12,0,109,596,25.83892617,53.8590604,0,2.013422819,18.2885906
1500000US220330036032,"Block Group 2, Census Tract 36.03, East Baton Rouge Parish, Louisiana",369,1002,8,19,0,204,1602,23.03370787,62.54681648,0.49937578,1.186017478,12.7340824
1500000US220330036041,"Block Group 1, Census Tract 36.04, East Baton Rouge Parish, Louisiana",52,632,8,13,0,40,745,6.979865772,84.83221477,1.073825503,1.744966443,5.369127517
1500000US220330036042,"Block Group 2, Census Tract 36.04, East Baton Rouge Parish, Louisiana",67,1236,5,8,1,47,1364,4.91202346,90.61583578,0.366568915,0.586510264,3.445747801
1500000US220330036043,"Block Group 3, Census Tract 36.04, East Baton Rouge Parish, Louisiana",45,547,4,21,3,53,673,6.686478455,81.27786033,0.59435364,3.120356612,7.875185736
1500000US220330036044,"Block Group 4, Census Tract 36.04, East Baton Rouge Parish, Louisiana",125,830,9,90,0,252,1306,9.571209801,63.55283308,0.689127106,6.891271057,19.29555896
1500000US220330036045,"Block Group 5, Census Tract 36.04, East Baton Rouge Parish, Louisiana",83,506,12,144,1,559,1305,6.360153257,38.77394636,0.91954023,11.03448276,42.83524904
